"","Drug_Overdose_Deaths","Alcohol_Impaired_Driving_Deaths","Unemployment_Rate","Income_Inequality","Highschool_Comp_Rate","Adult_Smoking_Rate","Excessive_Drinking_Rate","Median_House_Income","College_Education_Rate","Children_In_Poverty","Single_Parent_House","Social_Associations","Pop_Under_18","Pop_Over_65","NH_Black","American_Or_Alaska_Native","Hispanic_Pop","Female_Pop","Rural_Pop"
"1607",38.453653968,0.3085585586,0.0243988899,4.7207928897,0.9419178841,0.162,0.1865407371,79609,0.7819891639,0.143,0.2881844512,10.248829959,0.217344464,0.1931222701,0.2495421107,0.0021011415,0.0326933989,0.5206772118,0.0135461222
"1608",14.512103094,0.1578947368,0.0247142718,4.1089442102,0.8792916271,0.202,0.1688880532,54623,0.6032950759,0.192,0.1513652552,9.0171325518,0.2125874734,0.182596601,0.0566349372,0.0099534924,0.1176163776,0.4905028904,0.4226631809
"1609",NA,0,0.0299833426,3.8231039555,0.9238237491,0.223,0.1735409553,49508,0.4206896552,0.233,0.0865019011,17.391304348,0.264117941,0.200149925,0.0029985007,0.0024987506,0.0142428786,0.4985007496,1
"1610",NA,0.2857142857,0.0212577502,4.0423075402,0.8323640096,0.236,0.1630848204,54961,0.4585824082,0.163,0.1202576951,19.177498402,0.2894680164,0.1923325436,0.000646134,0.0040921818,0.0131380573,0.500753823,1
"1611",18.355359765,0.1714285714,0.0237951807,4.6187668541,0.8637122123,0.223,0.1647510821,57678,0.5575450329,0.233,0.2811811371,15.591966173,0.239640592,0.187922833,0.1208773784,0.0046775899,0.027589852,0.5123150106,0.4599700465
"1612",NA,0.3157894737,0.0364360073,3.9593858111,0.8594815825,0.257,0.1516607861,39671,0.4949832776,0.359,0.0899165061,9.8508302843,0.2231336021,0.2296677325,0.0066731545,0.0139024051,0.0248853052,0.497150007,1
"1613",NA,0,0.0232002729,4.4176025871,0.8846985347,0.237,0.1526930456,54264,0.5007418398,0.208,0.1432624113,26.773761714,0.2452357071,0.220661986,0.0112002675,0.0036776998,0.026412571,0.4973253093,1
"1614",NA,0.08,0.0290376954,4.4970667152,0.8145369634,0.262,0.1491196639,53391,0.4572711472,0.196,0.2124501197,13.343165139,0.2161257356,0.2089720548,0.0131796878,0.0054269303,0.0215667618,0.5034358812,0.6639578683
"1615",21.882978169,0.3333333333,0.0376142664,4.3012361744,0.9031489921,0.22,0.14512943,56418,0.5662299854,0.2,0.1674819018,11.094205655,0.1652352502,0.3204817028,0.0046054269,0.0089307941,0.0287528006,0.5022093602,0.8292894838
"1616",NA,0.25,0.0277777778,3.7734212489,0.8575588449,0.224,0.1514673471,52384,0.3807692308,0.196,0.171641791,15.166835187,0.225,0.2130136986,0.0231164384,0.0188356164,0.191609589,0.4864726027,1
"1617",29.687861821,0.25,0.0402370555,4.4303976644,0.8983425983,0.214,0.1602126447,53009,0.5879716405,0.189,0.2310609325,13.123592317,0.2045546541,0.2288414495,0.0162967917,0.0110346527,0.064817585,0.5120466025,0.3717226126
"1618",42.385790164,0.275862069,0.0296897587,4.5331312256,0.8489978485,0.258,0.1538221675,46622,0.5186022253,0.253,0.1969236612,11.606035138,0.2153852226,0.2143984844,0.0380486265,0.0099463214,0.0269182191,0.4695689927,0.9938334627
"1619",NA,0.3125,0.0250386058,3.712565486,0.8836477987,0.249,0.1540798707,51900,0.5392316647,0.229,0.1559810671,11.227353917,0.2356114193,0.2067070378,0.0086509592,0.0083456313,0.0292097094,0.5083201873,0.5672096209
"1620",37.697336361,0.3888888889,0.0247859156,3.6570059944,0.882662777,0.207,0.1984840628,74355,0.5789904183,0.113,0.2266921332,7.6674516677,0.229898014,0.1851046699,0.0225979603,0.0055555556,0.0389962426,0.4962694579,0.7355060227
"1621",53.544950299,0.2777777778,0.0319117208,4.0902098201,0.816511514,0.259,0.1622041584,47636,0.417104802,0.255,0.2788513636,7.6589226449,0.2252463632,0.1811356171,0.0267906659,0.0055884988,0.0180453052,0.4821893264,1
"1622",NA,0.2307692308,0.0355104629,4.6523143797,0.8215672004,0.279,0.1389709298,41724,0.4292134831,0.364,0.0998151571,14.660069635,0.200982209,0.2488880652,0.0086174944,0.0068569311,0.0205707932,0.5022238695,1
"1623",20.975617942,0.3421052632,0.0218982243,3.6542824919,0.8791026502,0.23,0.1682986956,59784,0.5485227631,0.235,0.1595028967,9.0600226501,0.276360481,0.1576794347,0.0091235899,0.0087021197,0.0242469319,0.4946076608,0.8071638736
"1624",NA,0.5,0.0193321617,4.1118698621,0.94,0.223,0.1568296409,48397,0.4565826331,0.219,0.4239401496,20.171457388,0.1872122762,0.2716112532,0.0097186701,0.0035805627,0.020971867,0.5023017903,1
"1625",NA,0.25,0.0272883826,3.8094865661,0.8240603972,0.27,0.142702324,45017,0.4488448845,0.316,0.1863133737,10.746910263,0.2625287116,0.1982146586,0.0066819795,0.0082480685,0.0286594279,0.5020881186,0.7763360457
"1626",92.873943811,0.2803738318,0.0310259008,6.0588870881,0.8997644134,0.203,0.1933553091,52278,0.7369027401,0.333,0.4715448632,14.251133613,0.1799370503,0.1573184264,0.4330374279,0.0030497805,0.0451081381,0.5147254849,0
"1627",15.490409777,0.4541832669,0.0263230197,4.4050404416,0.9447625956,0.153,0.2443640974,67915,0.694440828,0.138,0.2037679421,13.692291113,0.2081751445,0.2004921331,0.0055260329,0.0645232249,0.0451691964,0.4925080174,0.4658147525
"1628",NA,0.3846153846,0.0232428412,4.902287364,0.9429710256,0.17,0.2087341797,57497,0.7669389716,0.162,0.1409749671,12.599748005,0.1721370511,0.2364440786,0.0034983023,0.021915835,0.0574133141,0.4834859553,0.5273716786
"1629",NA,0.6212121212,0.0438931298,4.9276078282,0.8930301399,0.267,0.1859522389,49113,0.5547297297,0.261,0.3039739716,6.174268735,0.323943662,0.1350089487,0.0042798226,0.667341063,0.0659870827,0.5027624309,1
"1630",NA,0.8333333333,0.0314889789,5.4640713876,0.8911095796,0.257,0.2096945416,53577,0.6134311512,0.224,0.3002873563,7.1633237822,0.2910899654,0.160899654,0.0050461361,0.5113898501,0.0369088812,0.4871683968,1
"1631",NA,0.3333333333,0.0335954253,4.2625686884,0.9332677165,0.183,0.2111084103,67927,0.7077259475,0.1,0.1582568807,5.4884742042,0.1967150006,0.2385474143,0.0065443347,0.0153984345,0.0337482356,0.4770948287,1
"1632",NA,0.4705882353,0.0264157459,4.4992842198,0.9582369414,0.153,0.20782917,67062,0.6035874439,0.114,0.2454251884,12.906794505,0.1738080329,0.2705966544,0.0088558905,0.0152965382,0.0305930763,0.4839431076,1
"1633",NA,0,0.0205882353,4.553598089,0.9426559356,0.183,0.1960739496,50597,0.7745098039,0.144,0.1166666667,0,0.2091172214,0.2821997106,0.002894356,0.008683068,0.013024602,0.486251809,1
"1634",15.775231269,0.5471698113,0.0263104222,4.2355681735,0.9336782365,0.181,0.2179721007,59184,0.646246491,0.169,0.2265520739,12.18776254,0.2206942873,0.197775264,0.0143052413,0.0488664216,0.0545460973,0.4908323906,0.2051436965
"1635",NA,0.7333333333,0.0228915663,4.3504171633,0.9232655063,0.196,0.1957380665,51137,0.5485584219,0.241,0.2130307467,8.4516565247,0.2088843676,0.2293997965,0.001865039,0.1824347236,0.0318752119,0.493726687,1
"1636",NA,0.3333333333,0.0243180047,4.3065727531,0.9442890443,0.164,0.2176994105,64743,0.6214162349,0.148,0.1258078414,7.5528700906,0.1929022606,0.2060339096,0.0077293883,0.0274268617,0.0377327128,0.4997506649,0.2224656611
"1637",NA,0,0.0192307692,4.1596588179,0.9618644068,0.179,0.2002547809,57141,0.7372013652,0.109,0.2544802867,0,0.2113022113,0.2647420147,0.0018427518,0.0331695332,0.0442260442,0.4772727273,1
"1638",NA,0.3636363636,0.0231846019,3.3411539705,0.9521054323,0.168,0.2242217221,60763,0.7526982637,0.145,0.1601460616,15.72327044,0.214382786,0.211211778,0.0063420159,0.0250283126,0.0377123443,0.4795016988,0.2533557047
"1639",NA,0.375,0.0245886485,5.4516307352,0.9046974415,0.209,0.1959046038,52848,0.4867256637,0.18,0.396797153,7.3754082815,0.1234490011,0.2667718191,0.0046267087,0.0311251314,0.0402733964,0.4721345952,0.2891412801
"1640",NA,NA,0.0156343957,5.6371039671,0.9650385604,0.164,0.2365896879,65637,0.7177097204,0.119,0.1622340426,26.516407027,0.2597143806,0.1903022252,0.0036532713,0.0142809698,0.0199269346,0.4888741282,1
"1641",NA,0.6428571429,0.0282971198,3.8837360205,0.9464285714,0.174,0.2111099582,60466,0.7469296613,0.15,0.1716054843,16.35534131,0.2077510075,0.2509645889,0.003686873,0.0173197291,0.0216925319,0.4912115236,0.4737026035
"1642",13.202938597,0.4050632911,0.0307014211,4.274249287,0.9559075908,0.151,0.208456482,66395,0.6858692354,0.116,0.1695960126,12.263263688,0.2147316078,0.2088557783,0.0029513299,0.0130126818,0.0363371313,0.4993292432,0.514953477
"1643",7.0630846468,0.5581395349,0.0186423922,4.1641326055,0.975777155,0.121,0.2679776219,83520,0.8253421828,0.066,0.1493196832,11.245752284,0.1859487253,0.136836541,0.0046453142,0.0105801036,0.0457082903,0.4773060381,0.3475622058
"1644",NA,0.5,0.0289473684,4.8114510591,0.9708879185,0.176,0.2088079092,50762,0.7914893617,0.197,0.1141552511,0,0.2257799672,0.2561576355,0.0049261084,0.0065681445,0.0106732348,0.4934318555,1
"1645",NA,0.5454545455,0.0495152355,6.7084031267,0.8669991687,0.289,0.2164633254,46270,0.5473087819,0.262,0.3928836175,5.0779833152,0.3024632702,0.1304729186,0.0031430451,0.6498793948,0.0359622835,0.5099042468,1
"1646",NA,0.25,0.0319148936,3.6842105263,0.9128440367,0.187,0.1874874444,45622,0.5633802817,0.294,0,0,0.1748502994,0.3293413174,0.0047904192,0.022754491,0.045508982,0.5281437126,1
"1647",NA,0.3076923077,0.0383233533,3.8989290238,0.9039132119,0.182,0.18996801,58186,0.6374781086,0.156,0.0761904762,8.971291866,0.1384922901,0.3129640206,0.0054254712,0.0097087379,0.0245573958,0.4805825243,1
"1648",NA,0.3846153846,0.0245382586,4.0751177163,0.9042765787,0.204,0.2337204042,50518,0.5591506572,0.222,0.2646536412,9.8893627542,0.2776325616,0.1613144137,0.0054767239,0.2467015185,0.0404530744,0.4912870301,0.397510577
"1649",NA,0.3666666667,0.0253350768,4.1298838724,0.9369158879,0.143,0.2126127637,83697,0.7043722423,0.092,0.1527377522,7.2173215718,0.2002962732,0.2332761578,0.0049898643,0.0199594574,0.0326680181,0.4900202713,1
"1650",NA,0.3333333333,0.0244648318,5.0586956522,0.9421487603,0.172,0.1911395262,60677,0.7084639498,0.179,0.3259109312,0,0.1947743468,0.2788598575,0.0009501188,0.0109263658,0.0280285036,0.4802850356,1
"1651",25.674764915,0.5416666667,0.0303177804,5.1983285406,0.9229514141,0.194,0.196507973,57225,0.588722806,0.242,0.3000845309,9.6775200574,0.2169969257,0.239430189,0.0042614069,0.2366907132,0.0475146866,0.5058594345,0.8212886234
"1652",11.326952483,0.3157894737,0.0236915454,4.1445239438,0.9502980538,0.133,0.2166680089,72491,0.7705651931,0.099,0.223016819,20.076706866,0.2097735399,0.2032181168,0.0045779608,0.0210748727,0.0394679814,0.5008803771,0.2619728629
"1653",NA,1,0.023397762,4.9869067855,0.7659574468,0.228,0.1891019625,53601,0.485483871,0.247,0.1882129278,25.69373073,0.2226166329,0.2373225152,0.0055780933,0.0106490872,0.0126774848,0.5070993915,1
"1654",NA,0.4,0.047673883,4.7600838379,0.9238906089,0.204,0.1881560078,48432,0.5212071778,0.243,0.1896551724,15.590742996,0.1765389082,0.2997444832,0.0044599303,0.0137514518,0.0367479675,0.497746806,0.7793871017
"1655",NA,0.4,0.018404908,3.4860815504,0.9694029851,0.164,0.2110283485,59086,0.7087087087,0.161,0.0779661017,17.462165308,0.1919251024,0.2937390287,0.0058513751,0.0099473376,0.0181392627,0.4827384435,1
"1656",NA,0.3333333333,0.0221627818,3.2195860383,0.9638900878,0.144,0.1997812254,72487,0.6666666667,0.129,0.0413159908,12.33598744,0.1534808419,0.2983270372,0.0047490556,0.0085267134,0.0532110092,0.4811656773,1
"1657",NA,0.3333333333,0.0226377953,4.5743920668,0.9724832215,0.162,0.1947705415,53724,0.6418604651,0.195,0,0,0.1818181818,0.3179334327,0.0044709389,0.0129160457,0.0223546945,0.476900149,1
"1658",NA,0.2777777778,0.050993022,3.6724825198,0.9309048858,0.186,0.1878366522,55979,0.647260274,0.177,0.1268191268,0,0.1925662317,0.2850929221,0.0055357849,0.0223408462,0.0365757216,0.4845788849,1
"1659",14.136704706,0.3823529412,0.0263488268,4.4443081536,0.9638371376,0.147,0.2549388672,68210,0.7679225836,0.099,0.2058090137,11.377611204,0.1775596699,0.172916615,0.0045439149,0.027073471,0.0385819681,0.4954189076,0.2528196605
"1660",NA,0.2,0.0288624788,3.8144181586,0.9111592633,0.184,0.1877199855,55291,0.6064814815,0.23,0.1744820065,8.1699346405,0.1987685203,0.2691937656,0.0101981913,0.0200115451,0.0429093708,0.4847027131,1
"1661",NA,0.5,0.0271939436,3.9981781571,0.968995698,0.151,0.212732944,68594,0.7415654521,0.116,0.1725817676,11.446231328,0.166554244,0.2452501405,0.004440697,0.0128724002,0.0358066329,0.4931984261,0.4561107556
"1662",NA,NA,0.0295202952,4.6049662312,0.9969040248,0.168,0.1905685189,48991,0.7647058824,0.185,0.0416666667,0,0.1545801527,0.3091603053,0.0019083969,0.0190839695,0.0229007634,0.4694656489,1
"1663",NA,0.4545454545,0.0366320394,3.6847645241,0.9316380449,0.178,0.1997772685,56043,0.6231721035,0.201,0.0945674044,9.5419847328,0.2382075472,0.2386792453,0.0016509434,0.1028301887,0.0325471698,0.4945754717,1
"1664",NA,0.4444444444,0.0258456861,3.9186940047,0.8795824229,0.187,0.2141019983,51057,0.5514372163,0.282,0.1514285714,13.346680013,0.2379072063,0.2189865087,0.0060875288,0.1539980257,0.0278051991,0.4945705824,1
"1665",NA,0.25,0.0219123506,4.6788077063,0.8929351784,0.174,0.1911515363,54102,0.7435233161,0.163,0.0501672241,0,0.1715942029,0.3031884058,0.0017391304,0.0214492754,0.0301449275,0.4892753623,1
"1666",NA,0.5555555556,0.0263602568,3.8873789826,0.9251229732,0.199,0.218582491,60350,0.3884555382,0.186,0.1019367992,10.001428776,0.1463622181,0.2084810665,0.0112040845,0.057580485,0.0347468444,0.3670401362,1
"1667",NA,0.6666666667,0.0302419355,5.4518116835,0.8621052632,0.213,0.1605734109,49838,0.3443223443,0.141,0.0379310345,0,0.2095754291,0.3504968383,0.0045167118,0.0144534779,0.0451671183,0.4841915086,1
"1668",13.356385465,0.4230769231,0.0283914552,4.2808124431,0.9302249659,0.166,0.2033493006,65789,0.635360891,0.139,0.1819262782,9.7913357558,0.1841515497,0.2710474016,0.0041439384,0.0118398241,0.0426656518,0.4949257897,0.8444786526
"1669",NA,0.5,0.026261586,4.6750983061,0.9571788413,0.166,0.2284258696,72974,0.6118626431,0.111,0.1362218371,20.384649473,0.2521135534,0.1698852007,0.0064963958,0.026430542,0.0609593308,0.4801103497,0.4324253764
"1670",NA,0.5909090909,0.0345933562,5.8901139974,0.9322225817,0.283,0.2109879966,48712,0.5479197623,0.277,0.3027932961,4.620645042,0.3369277336,0.1188989784,0.0048240636,0.6125614832,0.0382141506,0.4913923572,1
"1671",NA,0.44,0.0344827586,5.8433948493,0.8967666537,0.237,0.201604192,64003,0.6299511666,0.247,0.2904564315,16.001969473,0.293892186,0.1677794263,0.003214639,0.3897131553,0.0588526212,0.4929525223,1
"1672",NA,0.6818181818,0.0429413933,4.3622003857,0.9064940403,0.213,0.1721295405,47976,0.5641146078,0.248,0.1993569132,6.1733158423,0.1684273174,0.3252492189,0.0031989287,0.0385359322,0.0377176015,0.4880226157,1
"1673",NA,0.6,0.0192634561,4.5712198177,0.9046538025,0.166,0.2108445895,62982,0.6420927467,0.173,0.0583850932,22.682166147,0.2062289562,0.2584175084,0.0033670034,0.0252525253,0.0395622896,0.4677328844,1
"1674",32.225655413,0.1052631579,0.0288558327,4.9494451295,0.9353458913,0.178,0.2311160911,58898,0.6158251519,0.169,0.2767995492,8.7543418712,0.1975989797,0.1965176888,0.0057391594,0.0230952645,0.0454142176,0.4883830542,0.1387584322
"1675",NA,0.3333333333,0.0224904004,4.4502591139,0.9293361884,0.156,0.220190151,81147,0.6020466174,0.096,0.2090517241,14.374170721,0.2037702953,0.2494279176,0.0026152337,0.0138389452,0.0462024627,0.4868693473,1
"1676",NA,0.375,0.0202702703,3.2999702823,0.9602776707,0.161,0.2059383491,68006,0.5939470366,0.13,0.0536912752,13.430029546,0.1889636608,0.2858681023,0.0043068641,0.0118438762,0.0293405114,0.4896366083,1
"1677",NA,0.75,0.0266998932,3.4725744212,0.8984246414,0.179,0.2181413004,57054,0.6340125392,0.136,0.0922077922,22.332110384,0.2443467337,0.2336683417,0.0025125628,0.0199434673,0.0224560302,0.5031407035,1
"1678",NA,0,0.0199714693,4.3207654956,0.8736634778,0.189,0.2258693975,49850,0.5103092784,0.17,0.0774443369,7.982438635,0.2105470287,0.1796536797,0.0149547422,0.0651318379,0.0444706808,0.4085005903,1
"1679",NA,0.2,0.02,2.9445412131,0.9405204461,0.179,0.1832825553,60454,0.7972027972,0.174,0.2372881356,0,0.22823219,0.3100263852,0,0.0290237467,0.055408971,0.4920844327,1
"1680",NA,0.3846153846,0.0249190132,3.9845937896,0.9326386304,0.186,0.2050930232,79703,0.6721504113,0.144,0.1615746181,11.94109062,0.2168241714,0.2481032876,0.0054572075,0.0903766804,0.027818448,0.4947424464,1
"1681",NA,0,0.037037037,9.3092483072,0.9237844941,0.21,0.1931624229,44002,0.4395061728,0.209,0.2088167053,0,0.2465551181,0.25,0.0049212598,0.0265748031,0.0472440945,0.4862204724,1
"1682",NA,0,0.0244444444,4.9343039345,0.9508408797,0.175,0.1957742642,56317,0.4117647059,0.191,0.0401337793,0,0.2132752992,0.2415669206,0.0043525571,0.0141458107,0.034820457,0.4874863983,1
"1683",25.639147315,0.4545454545,0.0242814668,4.2948339715,0.9530249236,0.155,0.2304509433,78216,0.6989782139,0.102,0.208961485,13.102317734,0.2277747686,0.1804865412,0.0060699903,0.0518922356,0.0656100605,0.503838636,0.1648445041
"1684",10.093130982,0.3215517241,0.0234566082,4.2270730023,0.9187265494,0.139,0.2210280327,69828,0.7223918122,0.135,0.2035845003,13.566282289,0.2422234,0.1692423941,0.0499862037,0.0164356024,0.1232350046,0.4965900597,0.2699464289
"1685",10.671105847,0.45,0.0222915223,4.8979322481,0.9241508135,0.17,0.1854790834,64212,0.7043092698,0.132,0.256168745,13.214297225,0.2348401679,0.1944462383,0.0100742654,0.0152405554,0.1233128834,0.5004520504,0.205031245
"1686",NA,0,0.0192464082,3.5749669749,0.9363339552,0.173,0.1846574165,63250,0.7749196141,0.169,0.1130718954,27.0743749,0.2467821389,0.2445574448,0.0044493882,0.0065151756,0.040521214,0.4976958525,1
"1687",NA,NA,0.0213675214,4.0266289143,0.9650793651,0.166,0.1914519265,57018,0.7160493827,0.202,0.1298701299,0,0.2309468822,0.2240184758,0,0.0092378753,0.0415704388,0.5011547344,1
"1688",NA,0,0.0306905371,3.2798392758,0.9117647059,0.141,0.1929219632,66584,0.9923076923,0.174,0.0287769784,0,0.2196969697,0.2651515152,0.0136363636,0.0060606061,0.0833333333,0.496969697,1
"1689",NA,0,0.0395256917,3.1600604773,0.9037267081,0.167,0.1923382216,54936,0.421875,0.304,0,0,0.2052980132,0.2317880795,0.004415011,0.004415011,0.0286975717,0.4878587196,1
"1690",NA,0.5,0.0184210526,3.6509090909,0.9394182012,0.167,0.1912312775,68533,0.7768518519,0.123,0.0877055599,11.139992573,0.2419684308,0.2369545032,0.0061281337,0.0035283194,0.0369545032,0.4895078923,1
"1691",NA,0.2222222222,0.0239028945,4.4837601618,0.9188861985,0.181,0.1974725097,66762,0.6554621849,0.156,0.2591776799,18.860807243,0.2524362819,0.2113005997,0.0153673163,0.0517241379,0.1385869565,0.4970952024,0.2511529238
"1692",NA,NA,0.0230769231,4.9243016647,0.9523454952,0.18,0.1777488335,54443,0.5886287625,0.219,0.1604938272,0,0.1849511775,0.3164847789,0.0011487651,0.0195290063,0.0264215968,0.4939689833,1
"1693",NA,0,0.0263888889,3.6751088247,0.9245472837,0.168,0.1756486812,55394,0.6407599309,0.14,0.1359223301,20.632737276,0.2141364903,0.2517409471,0.0048746518,0.0177576602,0.0560584958,0.5020891365,1
"1694",7.9940311234,0.24,0.0198680146,4.4204933586,0.9255188862,0.153,0.2155147045,67809,0.7237354086,0.126,0.2130239916,13.309759828,0.2225714625,0.1654805677,0.010971415,0.0079666311,0.101055628,0.4974103507,0.3106381279
"1695",NA,0.25,0.0236242357,3.9726847317,0.9102265509,0.178,0.2021759596,58125,0.6170678337,0.133,0.1929824561,16.395886123,0.2316802369,0.2435233161,0.0087342709,0.0250185048,0.0393782383,0.495780903,1
"1696",NA,0.4285714286,0.0183235046,4.6966471527,0.9237683665,0.162,0.2022356976,76417,0.7455905933,0.105,0.1113370615,14.211274278,0.2380443812,0.2077845022,0.0083066334,0.0079506349,0.0577904355,0.4949566868,1
"1697",12.579091035,0.4594594595,0.0245519452,3.7063800982,0.953838652,0.145,0.2049222069,93195,0.7183945401,0.079,0.1017954473,9.2534330237,0.2291128973,0.1879286188,0.0075215692,0.0085539414,0.0427328368,0.4894550549,0.7497932175
"1698",NA,0.3076923077,0.0190130314,3.5608609526,0.9469819094,0.138,0.1832831514,69033,0.8147459727,0.1,0.1197019096,13.205282113,0.2575558476,0.2257794768,0.0047784016,0.0076454426,0.0246087684,0.4871580456,1
"1699",NA,0.75,0.0183246073,3.6125802925,0.8793774319,0.161,0.1817235735,64985,0.6084262701,0.119,0.1425364759,18.295870361,0.2489395546,0.2298515376,0.0047720042,0.006892895,0.1561505832,0.4994697773,1
"1700",NA,0.375,0.01792536,3.5265010693,0.9781275007,0.17,0.1738294243,58017,0.734197731,0.163,0.2109256449,12.8252107,0.2496339678,0.2201683748,0.0040263543,0.0825402635,0.0477672035,0.4871888726,1
"1701",NA,0.6,0.0253164557,4.0168080552,0.9230653418,0.175,0.2001967806,56604,0.7119249665,0.161,0.1297497683,9.4448525554,0.2279465882,0.2263694669,0.0078856061,0.0109347072,0.0874776574,0.4919566817,0.3417828475
"1702",NA,0.3333333333,0.0236497283,4.2156178319,0.932552021,0.168,0.1850632454,64251,0.6609318996,0.118,0.201320132,18.098058572,0.2473136056,0.2056538271,0.0069432964,0.0153744421,0.0963795669,0.485204166,1
"1703",NA,0.5,0.0197197717,3.6841641873,0.7313523347,0.161,0.2016526668,69549,0.529521153,0.112,0.1781898177,15.240998285,0.2988318652,0.1431443891,0.0432784374,0.0376292608,0.4702221371,0.4617004979,0.3836703837
"1704",NA,0.2,0.0191524042,3.3501006615,0.9212932724,0.159,0.1929402452,65809,0.7068783069,0.118,0.1105072464,11.130899377,0.2417963938,0.2254451786,0.0043677903,0.0077276291,0.1037070221,0.4955762123,1
"1705",NA,0.1,0.0171740827,4.3043709078,0.9468070559,0.158,0.1830090246,60328,0.6631623213,0.146,0.1684418146,11.472275335,0.2386407026,0.229954181,0.008495609,0.0092592593,0.0384688813,0.4934135166,1
"1706",NA,0.4,0.0283726394,3.5858287385,0.7855148883,0.164,0.1831862142,65986,0.5277125835,0.164,0.1689527191,8.0033896709,0.2908468777,0.1405284669,0.0806482274,0.0452428476,0.4058074328,0.4934892121,0.2060513391
"1707",NA,0.8333333333,0.0212554629,3.8846380224,0.9563622321,0.147,0.1865308654,52621,0.8034140969,0.2,0.2554200542,18.409425626,0.1786190996,0.2007037981,0.0150467176,0.0465962869,0.0623710715,0.5136512559,0.3987071594
"1708",NA,0.3913043478,0.0245394306,4.1799837151,0.7876716745,0.176,0.1844363237,62089,0.4988418266,0.157,0.2399020808,19.666917734,0.2726092782,0.1715374309,0.0678278345,0.0235303969,0.352034835,0.4737899849,0.5670855626
"1709",NA,0.5714285714,0.0241312741,3.3865710107,0.8973998595,0.168,0.1741554209,56099,0.6264367816,0.21,0.2604501608,21.44772118,0.2087276551,0.270767613,0.0036803365,0.0205047319,0.0888538381,0.4863301788,1
"1710",NA,0,0.0215968586,4.2859469603,0.8436412316,0.176,0.1971465726,61144,0.5948275862,0.117,0.1926671459,18.034265104,0.2498169839,0.2249267936,0.0058565154,0.0172035139,0.152818448,0.4853587116,1
"1711",10.01001001,0.2857142857,0.0216848973,3.9698821475,0.8867871145,0.173,0.2040850747,68267,0.5924577068,0.129,0.2000440869,12.128399321,0.2447766035,0.1932859421,0.0088926129,0.0185690732,0.1630672757,0.4986620537,0.2387870961
"1712",13.925266964,0.3588516746,0.0266000417,4.5090747983,0.9137506135,0.139,0.2153764631,74424,0.742125165,0.152,0.2373497668,10.393020266,0.2497326577,0.1431453779,0.109785154,0.0135862752,0.1387399864,0.5024227095,0.0243616195
"1713",NA,0,0.0160067397,5.3836039236,0.9423076923,0.166,0.1785949445,58441,0.7880434783,0.22,0.1162790698,0,0.1911949686,0.2773584906,0.0094339623,0.0213836478,0.0855345912,0.5018867925,1
"1714",NA,0.1666666667,0.0190306274,4.0397736205,0.9441489362,0.158,0.2019257979,68532,0.7818897638,0.117,0.0623145401,16.227912009,0.1862056546,0.2429317486,0.0050423195,0.0079236449,0.0406987214,0.4984692959,1
"1715",NA,0,0.0232108317,3.8260656356,0.93077988,0.196,0.1640988971,59400,0.7147766323,0.174,0.2132616487,17.223561833,0.2119735468,0.2819352593,0.0052210233,0.0073094326,0.0341106857,0.489035851,1
"1716",NA,0.3333333333,0.021667761,4.1115112004,0.9379432624,0.155,0.1799112403,58241,0.7665995976,0.197,0.1198428291,19.569471624,0.2066084314,0.2586403342,0.0053171288,0.0056969237,0.038359286,0.4865172807,1
"1717",NA,NA,0.0199374511,4.0805859375,0.898021309,0.168,0.1855238474,54213,0.6621923937,0.212,0.0971540726,17.376194613,0.2163934426,0.2568306011,0.006557377,0.007431694,0.0544262295,0.4933333333,1
"1718",NA,0.375,0.025544772,4.4224688474,0.9250346146,0.18,0.1906160405,64406,0.646971935,0.127,0.2007358953,12.953367876,0.2215169346,0.2217485984,0.0074595747,0.0080619006,0.0344252421,0.4966872075,0.4405639513
"1719",NA,0.5,0.0204262877,3.1197922463,0.9383191981,0.171,0.1626382349,51734,0.8306451613,0.26,0.3285024155,27.070925826,0.1916167665,0.2928688078,0.0043549265,0.0152422428,0.0631464344,0.4828524769,1
"1720",NA,0,0.0208695652,3.4956028995,0.9569093611,0.144,0.1898797051,51530,0.9305210918,0.162,0.1328125,38.064165307,0.1799000555,0.2987229317,0.0027762354,0.0005552471,0.0161021655,0.5008328706,1
"1721",NA,0.3333333333,0.0197368421,4.346802974,0.939100346,0.146,0.1910797671,67697,0.6030534351,0.17,0.04,16.447368421,0.2140486726,0.233960177,0.0088495575,0.0071902655,0.0663716814,0.4662610619,1
"1722",NA,0.5,0.0166270784,5.3063943162,0.9168539326,0.166,0.1829512899,63469,0.7320261438,0.17,0.0141843972,0,0.2465277778,0.2430555556,0.0034722222,0.0017361111,0.0225694444,0.4756944444,1
"1723",NA,0.6666666667,0.0207667732,4.0037950664,0.9283387622,0.17,0.198478429,58561,0.68,0.145,0.1714836224,23.052097741,0.2456219129,0.2483161203,0.0094297261,0.0022451729,0.0309833857,0.4907947912,1
"1724",8.136255153,0.2307692308,0.024399115,3.973894201,0.8493133645,0.159,0.1712246666,66277,0.5566552468,0.148,0.2456109447,13.714322593,0.2693688906,0.1594763032,0.0309515758,0.0268128895,0.3135900285,0.4892828961,0.1239526194
"1725",NA,0,0.0210185934,3.2747813956,0.9717408275,0.135,0.2005028399,75369,0.7221172023,0.097,0.1585365854,18.112081824,0.2409587443,0.2074451161,0.0042422314,0.0041361756,0.0427404815,0.4919927882,1
