"","Drug_Overdose_Deaths","Alcohol_Impaired_Driving_Deaths","Unemployment_Rate","Income_Inequality","Highschool_Comp_Rate","Adult_Smoking_Rate","Excessive_Drinking_Rate","Median_House_Income","College_Education_Rate","Children_In_Poverty","Single_Parent_House","Social_Associations","Pop_Under_18","Pop_Over_65","NH_Black","American_Or_Alaska_Native","Hispanic_Pop","Female_Pop","Rural_Pop"
"1726",NA,0.75,0.0190735695,5.3656915439,0.9268292683,0.153,0.181566525,62104,0.7355072464,0.147,0.1265822785,19.411193788,0.212508186,0.2835625409,0.0045841519,0.0062213491,0.0239030779,0.4869024231,1
"1727",NA,1,0.0166666667,5.1154495964,0.9295154185,0.169,0.173943871,60141,0.7919075145,0.252,0.0837438424,0,0.246171967,0.2803297998,0.0094228504,0.0058892815,0.0730270907,0.4935217903,1
"1728",NA,0.6666666667,0.0243716679,4.5814656144,0.9345238095,0.165,0.1821248699,54488,0.5920577617,0.18,0.1401574803,15.467904099,0.2371054657,0.2501924557,0.0050038491,0.0084680523,0.0373364126,0.4896073903,1
"1729",NA,0,0.0188745194,3.8955591526,0.9394862865,0.158,0.1791189124,60502,0.7443074004,0.155,0.1280749707,11.941486715,0.2561983471,0.2339938265,0.0046798765,0.0088618939,0.0555610873,0.4925818978,1
"1730",NA,NA,0.0268948655,4.0707696043,0.930952381,0.151,0.1736056259,53537,0.7581699346,0.111,0.0833333333,0,0.2128279883,0.2944606414,0,0.0043731778,0.0306122449,0.5160349854,1
"1731",NA,0.2857142857,0.0213857998,3.5762379819,0.9586390927,0.164,0.1964901426,69423,0.6948555321,0.11,0.1407549584,9.1869545246,0.2380660015,0.2247122026,0.0062931696,0.0072141213,0.0334612433,0.4914811972,1
"1732",NA,0.3,0.0194589464,4.1092022117,0.9206809828,0.181,0.1835361446,59478,0.6048974189,0.149,0.1018342821,18.115942029,0.2285434722,0.2457366508,0.0057310595,0.0103438636,0.0588481968,0.502236511,0.4459944751
"1733",NA,0.25,0.0286137148,3.8225116968,0.8947505876,0.176,0.213916094,60549,0.5284552846,0.144,0.231840796,11.286681716,0.180442595,0.1927369018,0.0690372612,0.0156988841,0.1062984679,0.3966332514,1
"1734",NA,0.2857142857,0.0188478896,3.6482339644,0.9373877917,0.158,0.2012670278,74686,0.641509434,0.106,0.1663757999,19.478573569,0.2526158445,0.2065769806,0.0028400598,0.0062780269,0.0832585949,0.4980568012,1
"1735",NA,0,0.018808115,4.4469486428,0.908319739,0.172,0.1713786195,60608,0.7098728044,0.188,0.1804154303,19.326005556,0.2012335228,0.2792356996,0.0087072197,0.0097956222,0.0801789817,0.4924416495,0.4335932813
"1736",NA,1,0.0215439856,5.5558675953,0.981042654,0.189,0.1562908186,51579,0.8468468468,0.336,0.1897810219,0,0.1867852605,0.3278271919,0,0.0088945362,0.0076238882,0.4790343075,1
"1737",NA,0.0833333333,0.0188295165,4.3117485025,0.8527533919,0.193,0.1692419551,55797,0.5547945205,0.174,0.1463414634,14.654161782,0.1972850679,0.2684766214,0.0063348416,0.0253393665,0.0989441931,0.4938159879,1
"1738",NA,0.6,0.0229787234,3.997375037,0.9191778436,0.179,0.1775353628,54880,0.7013067828,0.194,0.2103194103,19.045351744,0.2479606526,0.2538387716,0.004318618,0.1071257198,0.037428023,0.5038387716,1
"1739",13.274510658,0.3578947368,0.0220721545,4.128940712,0.9328472164,0.139,0.2205741211,68358,0.7604932444,0.137,0.2099896373,12.665093031,0.2213969873,0.1555691042,0.041113944,0.010330833,0.0807837269,0.4961601941,0.0973038486
"1740",NA,0.1666666667,0.022307443,4.5066234117,0.9351813081,0.174,0.1772499796,62442,0.6895776056,0.15,0.2341408591,15.234523775,0.2270743654,0.2132700015,0.0107763099,0.0127950126,0.1001929642,0.5004304587,0.3199330949
"1741",NA,0,0.0224948875,3.7304964539,0.9749103943,0.152,0.1867224056,68723,0.914893617,0.142,0.020661157,0,0.2222222222,0.2325925926,0.0044444444,0.0103703704,0.0666666667,0.4785185185,1
"1742",NA,0.3333333333,0.0265060241,4.4627615496,0.989154013,0.168,0.1795969026,60487,0.6942675159,0.294,0.2269503546,0,0.1869782972,0.305509182,0.0150250417,0.0016694491,0.0450751252,0.4941569282,1
"1743",NA,0,0.0183066362,2.9237536657,0.9380530973,0.166,0.1731988767,52774,0.7205882353,0.254,0.0348837209,0,0.1827956989,0.2795698925,0.0053763441,0,0.0295698925,0.497311828,1
"1744",NA,0.125,0.0212787263,4.3383925368,0.929569592,0.159,0.2066795386,63482,0.6800679502,0.137,0.2051627385,16.130401562,0.2516681746,0.1747624972,0.012186157,0.0230434291,0.164470708,0.498444922,0.2735984263
"1745",NA,0.1428571429,0.0196962506,4.5607058531,0.928821041,0.171,0.1869466984,68754,0.7375926982,0.122,0.1477744807,20.874103066,0.2216034192,0.2144799896,0.0050511592,0.0101023184,0.0582826059,0.4916461598,1
"1746",NA,0.2142857143,0.0213084112,4.8066363984,0.8941138836,0.163,0.1871492831,58889,0.6001838235,0.195,0.1929321872,13.117621338,0.2273028496,0.2288491275,0.005522421,0.0220896841,0.1632427656,0.4822178043,1
"1747",NA,1,0.0207805373,3.9172737461,0.9219409283,0.174,0.1870061023,62863,0.6997282609,0.147,0.129750983,11.799410029,0.2354179194,0.2122669874,0.0060132291,0.0072158749,0.0393866506,0.4927841251,1
"1748",NA,0.5,0.0235874931,4.854482428,0.9023225526,0.171,0.198735096,61933,0.723096287,0.152,0.1378413524,12.740656852,0.2291400142,0.2041222459,0.0146410803,0.004832978,0.0324093817,0.4953802416,1
"1749",NA,0,0.0218774861,3.6519385319,0.9278145695,0.168,0.179469326,57278,0.7076167076,0.161,0.1518193225,19.704433498,0.2026726058,0.279138827,0.0032170255,0.004454343,0.0371195249,0.4991338778,1
"1750",NA,0.4444444444,0.0229565217,4.5710718002,0.929365658,0.152,0.1958639946,70433,0.700220022,0.109,0.1725123409,18.204645323,0.239103593,0.205889616,0.0100012347,0.0096925546,0.0887146561,0.4942585504,0.5588235294
"1751",NA,0,0.022,4.1456726286,0.858974359,0.2,0.1666311846,55584,0.5955734406,0.206,0.1741293532,0,0.2258702532,0.2899525316,0.0106803797,0.0039556962,0.0201740506,0.5118670886,1
"1752",NA,0.5,0.0170303353,4.1030694893,0.9063613232,0.156,0.1941806885,67296,0.7191679049,0.137,0.0947666195,28.248587571,0.2375397667,0.2414280665,0.0049487451,0.0063626723,0.0547896783,0.4927536232,1
"1753",NA,0.6,0.0198530872,5.849321729,0.923342088,0.161,0.188574284,66287,0.7581441264,0.111,0.1150978565,23.49781806,0.2419893191,0.2057187361,0.0044503783,0.0095683133,0.0667556742,0.4941032488,0.391837645
"1754",NA,0,0.0196032121,3.6248403477,0.9449392713,0.151,0.194908373,70906,0.7718654434,0.117,0.158979924,12.306850814,0.2554555374,0.1973540644,0.0046372068,0.006273868,0.0280960175,0.4926350245,1
"1755",NA,0.5,0.0210752688,3.5016613199,0.8967995358,0.15,0.2066079343,67132,0.5813300793,0.115,0.200448682,10.221664087,0.2592722183,0.1859983672,0.0113715885,0.0200314906,0.2276358759,0.489882202,0.2757756007
"1756",NA,0.4,0.0201709402,3.4592113839,0.9210672596,0.162,0.1956497593,70813,0.6985018727,0.097,0.1049488055,21.260146888,0.2282229965,0.2322880372,0.0034843206,0.0089043748,0.0662020906,0.4916763453,1
"1757",NA,0.5833333333,0.0199630934,4.1962799804,0.9226287263,0.158,0.1826643913,60108,0.6651083723,0.142,0.2157939189,14.120304999,0.2239667077,0.2170623286,0.0129575333,0.0094580535,0.0622339922,0.4971152937,0.3090076621
"1758",NA,0.1428571429,0.020962363,4.1185019783,0.9130818054,0.182,0.1785506687,56121,0.5744416873,0.162,0.1851628468,21.910039954,0.2182998053,0.2456846204,0.0048020766,0.0343932511,0.0249188838,0.4975989617,0.4749078897
"1759",NA,0,0.0165016502,4.0609318996,0.9513513514,0.154,0.1772765474,55648,0.7544483986,0.19,0.1522491349,0,0.2200803213,0.2915662651,0.0016064257,0.0088353414,0.0184738956,0.5060240964,1
"1760",NA,0.3125,0.0258037809,3.7255443662,0.8052575107,0.183,0.1887237231,72948,0.5597196831,0.106,0.1696525516,11.273957159,0.2672145084,0.1670444885,0.0097761405,0.0155851516,0.2802493624,0.483068858,0.5130842429
"1761",8.0776862697,0.3548387097,0.0226940995,3.6738982605,0.9570495395,0.123,0.2190715441,98619,0.8123922707,0.067,0.1625554188,6.3592840377,0.2608304122,0.1298631921,0.0420751655,0.0086948558,0.1128397938,0.4946502979,0.0515676481
"1762",NA,0.0869565217,0.0207561795,3.6055114572,0.9526604069,0.147,0.2196328743,86179,0.7394488341,0.076,0.1063165626,16.237328301,0.2471667099,0.1850506099,0.0057098365,0.0053637858,0.0255212389,0.4861147158,0.7853487746
"1763",NA,0.25,0.026362428,4.3532683224,0.8912854841,0.165,0.1708749225,56853,0.6658473783,0.231,0.2781733921,14.267729752,0.2425919164,0.206106227,0.0080049434,0.0414290931,0.2553155633,0.5105749515,0.30428999
"1764",NA,0.2413793103,0.0221873599,3.4872386815,0.94170646,0.146,0.2096013189,77778,0.736327609,0.073,0.162818955,15.338294609,0.2341736378,0.1814944608,0.0077436129,0.0047479087,0.0290526792,0.4828736152,0.5756147425
"1765",NA,0.8333333333,0.0202846975,3.9387944001,0.8970792768,0.193,0.1784428363,55388,0.6826826827,0.237,0.163963964,27.477919529,0.2163730985,0.2678142514,0.0058046437,0.112489992,0.067253803,0.4913931145,1
"1766",NA,0,0.022754491,3.8371397695,0.9087117702,0.166,0.1880825894,58456,0.6880733945,0.197,0.2236628849,20.24291498,0.2214765101,0.2714765101,0.0073825503,0.0060402685,0.0302013423,0.4912751678,1
"1767",NA,0,0.0194049159,3.3023597736,0.9604086845,0.177,0.1649783225,60806,0.796812749,0.235,0.0262172285,0,0.1641526176,0.3167701863,0.0035492458,0.0150842946,0.0612244898,0.4667258208,1
"1768",NA,0.4,0.0203512685,3.6866279719,0.9399497487,0.151,0.2008038539,75068,0.7159716758,0.101,0.0746268657,10.316368638,0.2389365052,0.2078012944,0.0083960119,0.0094455134,0.0703165996,0.4922161973,0.7333105101
"1769",NA,0.1428571429,0.0190685735,4.3092389092,0.9345475242,0.17,0.1873714253,61125,0.73125,0.141,0.1919104991,32.566659882,0.2245649949,0.252814739,0.006345957,0.0040941658,0.0327533265,0.5003070624,1
"1770",NA,NA,0.0261437908,3.0602384162,0.9153225806,0.15,0.192738508,58818,0.8115183246,0.218,0.1264367816,59.435364042,0.2220566319,0.304023845,0.0119225037,0.0193740686,0.044709389,0.5007451565,1
"1771",NA,0.3333333333,0.0337693946,4.4694625564,0.8975409836,0.252,0.1986392601,57129,0.5579427083,0.287,0.4527027027,7.5528700906,0.3559243891,0.1238666052,0.0047641002,0.5846011987,0.0862148456,0.5013062855,1
"1772",NA,0,0.0220243674,3.6841005641,0.9365411437,0.157,0.1904296322,55050,0.6827411168,0.174,0.1819196429,19.675356616,0.230051559,0.2555855635,0.0031917506,0.005401424,0.0385465259,0.4947213356,1
"1773",NA,0.0833333333,0.0215958369,4.1423644023,0.9508553001,0.15,0.1995325913,87368,0.7467267654,0.085,0.1298701299,8.1072058753,0.2341852884,0.1914772996,0.0088345065,0.0048660651,0.0325506685,0.4944961497,0.616534867
"1774",NA,0.4444444444,0.0216600243,5.1729401234,0.9569264464,0.148,0.2373495951,65664,0.7505252101,0.11,0.0777836974,11.242845462,0.1939013271,0.1688785331,0.0182352345,0.0098267653,0.072333097,0.4934657076,0.3833144271
"1775",NA,0.1428571429,0.0247933884,3.3472014747,0.9391920033,0.17,0.1912199945,62679,0.6745810056,0.144,0.1323907455,14.65845793,0.2287170264,0.2224220624,0.0065947242,0.0068944844,0.0605515588,0.4910071942,1
"1776",NA,NA,0.0159292035,4.1652987525,0.9787234043,0.169,0.1695021747,55951,0.712,0.24,0.2323943662,0,0.2318471338,0.2917197452,0,0.0127388535,0.0382165605,0.4917197452,1
"1777",NA,0.375,0.0213932344,3.6825245325,0.9381346174,0.148,0.203985529,68440,0.7264179557,0.129,0.1136363636,21.061499579,0.228856068,0.2088616414,0.017347081,0.0101713808,0.0550369235,0.5007663369,0.4358938053
"1778",25.9335047,0.2756527019,0.0539718672,4.3997761791,0.8707279273,0.153,0.1489459334,72348,0.5945088227,0.165,0.2779930299,4.3352541404,0.2170634017,0.16898758,0.0972744426,0.0171488074,0.3025245361,0.495290411,0.0590769094
"1779",25.001644845,0.2258064516,0.0358518247,4.0888201056,0.9218999772,0.171,0.1708301167,70149,0.5766811805,0.134,0.21202927,8.1639000117,0.2261347367,0.1934372944,0.023062338,0.0535928491,0.1594629107,0.4859729908,0.3434315723
"1780",25.017621423,0.2786885246,0.0600229906,4.4754898727,0.8645312825,0.164,0.1410206583,70838,0.5894339402,0.179,0.2929305312,3.542021814,0.2217840408,0.1578499215,0.124869941,0.012666892,0.3263744708,0.4984052846,0.0126892496
"1781",18.260146216,0.3333333333,0.039976511,4.3191594834,0.9338877018,0.145,0.1586316825,91960,0.6566447437,0.112,0.2157247514,7.4192901544,0.1490892238,0.3273152253,0.0075159184,0.0217216088,0.1345812848,0.4932094785,0.297304397
"1782",14.402093939,0.350877193,0.0324159261,4.003594967,0.8890074399,0.18,0.1805940842,88757,0.5381520807,0.11,0.1885949358,5.0078827784,0.2646819376,0.1322762092,0.0095659253,0.0647041409,0.2580394479,0.4794249343,0.5179881569
"1783",NA,0.0555555556,0.0366748166,10.532337891,0.7812142039,0.216,0.1314297871,57501,0.5478723404,0.214,0,0,0.1384408602,0.313172043,0.0403225806,0.0712365591,0.2137096774,0.4435483871,1
"1784",NA,0.3333333333,0.029029029,3.4347032237,0.9522952295,0.211,0.1609599903,80291,0.4860557769,0.147,0.2061611374,0,0.2190016103,0.1867954911,0.0150295223,0.0391841116,0.1551261406,0.4465915191,1
"1785",19.439746506,0.3181818182,0.0332084249,4.6289462895,0.8541317577,0.187,0.1811318843,80255,0.5543002075,0.128,0.1846728151,7.3662737987,0.2658638258,0.1603751737,0.0089740621,0.0450440019,0.2845067161,0.4809518296,0.3898756147
"1786",NA,0.1428571429,0.0336218375,4.8864732658,0.9024390244,0.205,0.1779623518,90190,0.5975274725,0.137,0.2827677977,6.8989306657,0.2630939993,0.1656260839,0.0091918141,0.0541103018,0.2381200139,0.4852584114,1
"1787",NA,0.15,0.0394282898,2.8511129172,0.8823344838,0.187,0.1696461231,63978,0.4445454545,0.18,0.2786540484,0,0.2099509148,0.2478804105,0.0223114681,0.0247657296,0.0908076751,0.4667559125,1
"1788",26.028110359,0.3965517241,0.0488158119,3.8233859311,0.8736702745,0.188,0.1707398646,74741,0.5591814899,0.15,0.1701713079,4.9258657209,0.2036372493,0.2166599009,0.0117723472,0.0340992125,0.2006819842,0.4817244459,0.4462564362
"1789",NA,0.0833333333,0.0406710727,5.0218776107,0.9025436715,0.242,0.1407726969,55704,0.4209161625,0.238,0.3946188341,0,0.1902762431,0.2662983425,0.0413259669,0.1792265193,0.1476243094,0.4941436464,1
"1790",31.750964351,0.1756756757,0.0571526941,4.5615730712,0.8668647845,0.217,0.1407043093,51933,0.459197925,0.225,0.2439081537,4.4901777362,0.1654061164,0.3115934086,0.0366838394,0.0196207388,0.1736819029,0.4854031934,0.2731678006
"1791",NA,0,0.0363636364,4.5663738755,0.8406144026,0.193,0.1858845623,65315,0.4117087101,0.168,0.248413418,0,0.1720829465,0.1802847416,0.0386877128,0.0492107707,0.2469823584,0.3675332714,1
"1792",NA,0,0.03978907,4.6265671919,0.9241888853,0.172,0.1507787998,90171,0.7707317073,0.104,0.2198795181,0,0.1239808153,0.3429256595,0.0170263789,0.021822542,0.0964028777,0.4853717026,0.8913255361
"1793",33.00986898,0.3224299065,0.0346347902,4.2030321542,0.8849882361,0.157,0.1941576624,80245,0.641027536,0.107,0.2506496805,6.2830366119,0.2054575285,0.1774532205,0.0249906894,0.0225910679,0.2620559845,0.4911292514,0.0417170272
"1794",NA,0.3636363636,0.0306624888,4.1282017943,0.8931172885,0.19,0.1791834635,67639,0.4523633678,0.148,0.1265466817,0,0.2025489304,0.1987938097,0.0372098316,0.0526854802,0.1747837961,0.4383249886,0.5093612335
"1795",22.814622418,0.0526315789,0.0396743447,4.1805708563,0.8856074499,0.167,0.1684150925,62859,0.6281444924,0.151,0.2400960384,6.780465479,0.1985721658,0.2136074316,0.0208326165,0.0293136074,0.2590744882,0.484018579,0.0597895598
"1796",30.158119922,0.3513986014,0.025215411,4.3162908538,0.9381121829,0.127,0.1855296568,90750,0.7110868669,0.077,0.1875413663,10.043254389,0.1812775089,0.2017630056,0.0160152692,0.0031722346,0.0460081521,0.4998613133,0.4167672695
"1797",35.234953073,0.3333333333,0.025265188,4.5017964433,0.9341197557,0.15,0.1789824232,77531,0.6485109437,0.105,0.2453703704,11.169717654,0.1712693537,0.2411200815,0.0066377487,0.003210818,0.0225683457,0.5012735216,0.5445412448
"1798",26.74207933,0.25,0.0262470563,4.3565920282,0.950265053,0.138,0.1700803715,71981,0.6906988965,0.118,0.2054776739,11.650485437,0.1454625568,0.3070173758,0.0062261729,0.003831491,0.0174715991,0.4999712638,0.8947851598
"1799",23.950322676,0.3939393939,0.0269501384,4.2041096299,0.9375549853,0.146,0.1890439578,76227,0.6784807204,0.094,0.1587336404,9.1815489661,0.1773367809,0.2243826761,0.0077052359,0.003387201,0.0243309632,0.5055462185,0.6911899343
"1800",37.223746623,0.4,0.0334257975,4.1577953499,0.8891518094,0.186,0.1735945588,52292,0.5612829324,0.164,0.175725378,11.186039822,0.1616937532,0.2582529203,0.0081259523,0.0058087862,0.0207910107,0.4819070594,0.6911219138
"1801",19.796317885,0.2682926829,0.0232144682,4.8420682603,0.9318565595,0.14,0.1737866657,81205,0.6874727827,0.101,0.2127896458,13.231960608,0.1586704124,0.2357834208,0.0124662555,0.0039944692,0.0271601958,0.5022935276,0.6567527821
"1802",34.210720576,0.3888888889,0.0257773615,4.1506394634,0.9299274861,0.137,0.165727443,96415,0.7230977559,0.071,0.1947451605,8.8662725577,0.1946183022,0.1733803101,0.0280875962,0.0034037047,0.0831891682,0.496969015,0.2443720932
"1803",28.524706533,0.2976190476,0.0228375713,4.2834907403,0.9346739111,0.141,0.1939184815,84898,0.6789871563,0.075,0.1643753945,13.785284531,0.1833098321,0.1997820792,0.0177477247,0.0030701192,0.0264773747,0.5018010511,0.5464995319
"1804",23.453582695,0.4615384615,0.0259036049,3.8550923835,0.957857032,0.129,0.2028883881,107445,0.7585310884,0.048,0.1706132464,9.2759988263,0.1830044079,0.2031030856,0.0087282108,0.0021945752,0.0378869465,0.5007137848,0.2901017264
"1805",42.576701421,0.3090909091,0.0231898926,4.5129476584,0.9444861813,0.14,0.2066001081,82845,0.7344222626,0.089,0.1857844184,6.94780087,0.1754677755,0.1696087696,0.0125874126,0.0029257229,0.0314496314,0.5039123039,0.3673647136
"1806",31.551567574,0.1428571429,0.0237552595,4.5488706152,0.9091521686,0.166,0.1684978355,74700,0.5793666801,0.131,0.2386987196,6.6616130292,0.1746439783,0.2374539333,0.0090540971,0.0043223077,0.0210428136,0.4982710769,0.7813668346
"1807",32.188145388,0.2290429043,0.037067543,5.1104989686,0.9063730015,0.108,0.1684074799,96341,0.7169106719,0.127,0.2147534132,8.0790924483,0.2153070403,0.1740249818,0.1300745144,0.0072736115,0.2190171587,0.507108361,0.0624626305
"1808",58.758877768,0.3048128342,0.0513651238,4.8797693288,0.8838258092,0.16,0.1734996389,76108,0.6257955763,0.159,0.245984093,7.7464122837,0.2065390113,0.1989130671,0.1438988819,0.0070019373,0.2029038086,0.5113953809,0.1493512643
"1809",18.995780096,0.1348314607,0.0335277864,4.9576744285,0.9299299136,0.107,0.1609787098,113885,0.8082280435,0.081,0.1483839324,9.519625841,0.2064298209,0.1833353096,0.0562257804,0.0061626637,0.2268107874,0.5089344458,0.0012105904
"1810",35.4663792,0.2378640777,0.033268915,4.0807988039,0.9408352351,0.133,0.1778712937,100188,0.7473396742,0.084,0.2064913852,8.3356847,0.2034400122,0.1841030845,0.1739186403,0.0036172262,0.0957513683,0.5053539668,0.0976962716
"1811",56.406716498,0.1851851852,0.0400905676,5.1432909103,0.8927650299,0.154,0.1771445156,81372,0.6824082986,0.175,0.3110610971,7.8469407432,0.2251141631,0.166318986,0.1883876572,0.0072717643,0.1903746759,0.5150283765,0.0130777386
"1812",59.445793315,0.2666666667,0.0648919525,4.6768594091,0.9391716759,0.149,0.1750322755,80845,0.6618663291,0.127,0.1992679707,12.230689623,0.1697618002,0.2954388607,0.0387728214,0.0043708305,0.0856599117,0.5126837736,0.1859588718
"1813",52.203428988,0.3534482759,0.050648076,5.2451314009,0.8120480074,0.19,0.1708687617,60892,0.4261488361,0.202,0.2958882388,9.438445065,0.2400036999,0.1630923122,0.183124554,0.0164777082,0.3359364677,0.492408626,0.2449076236
"1814",39.195027039,0.1572052402,0.0450572782,6.7863696447,0.8692829043,0.134,0.1547128818,74747,0.6334007289,0.2,0.3358011529,7.4861068384,0.2330304411,0.1443346906,0.3768871906,0.0089772884,0.2456205406,0.5129815169,0.0001377749
"1815",50.37341543,0.231884058,0.0366552829,4.2275649207,0.9360217978,0.139,0.1842587474,97851,0.7351523383,0.078,0.2025316456,7.356877531,0.2099047296,0.1697156891,0.1100746573,0.0033463687,0.0790375765,0.5081979511,0.1131679755
"1816",25.115806344,0.2213114754,0.0362687295,6.0127309275,0.8716680171,0.119,0.1689225194,82361,0.7711895345,0.182,0.2703510863,5.2529457067,0.198174208,0.1279831553,0.1103422685,0.013456721,0.4237921651,0.4997170748,0
"1817",14.772139744,0.2368421053,0.0290968377,4.1983002833,0.9578737386,0.105,0.1951640256,137334,0.8175539461,0.043,0.1201197507,9.5440411317,0.1870747513,0.2110312305,0.025258713,0.0024580627,0.0802838716,0.5061066291,0.5834722793
"1818",32.572795736,0.2058823529,0.0318327751,5.5494515012,0.8972684154,0.135,0.1570011509,94832,0.6692269523,0.133,0.2649679976,10.88370502,0.214067688,0.1653716429,0.1933499349,0.0074391628,0.2038440928,0.5062649729,0.0507796768
"1819",27.306012704,0.2692307692,0.0334818727,4.3925267386,0.8968321614,0.11,0.1409061543,102073,0.7488157821,0.091,0.173857183,6.1918641461,0.2124485441,0.1628942047,0.1035025969,0.0081017578,0.2317492785,0.5022323657,0.0097652584
